id,educ,ln_wage,pexp,time,ability,meduc,feduc,broken_home,siblings,pexp2
1123,10,1.88,5,4,-1.18,12,11,0,5,25
1128,12,1.72,7,4,-.69,9,12,1,5,49
1132,12,1.61,2,4,-2,8,6,0,8,4
1133,12,2.08,4,4,.94,12,12,1,0,16
1135,15,1.71,6,4,.68,16,16,0,2,36
1137,14,1.82,3,4,.5,12,16,0,5,9
1138,15,2.12,4,4,.23,16,18,0,8,16
1139,15,1.29,3,4,.29,16,16,0,7,9
1142,9,2.08,6,4,-.19,14,14,1,2,36
1143,11,2.2,8,4,-.04,12,10,0,4,64
1144,13,2.27,7,4,-.05,12,12,0,4,49
1145,15,2.86,4,4,.8,12,12,0,7,16
1146,12,2.34,5,4,.91,12,12,0,7,25
1149,12,1.98,7,4,.7,11,9,0,4,49
1154,11,1.81,3,4,1.7,12,19,0,2,9
1155,15,2.46,1,4,1.57,12,11,0,1,1
1157,13,2.39,4,4,-.49,11,12,0,0,16
1159,12,1.84,3,4,.66,12,12,1,3,9
1160,9,1.95,5,4,.04,12,12,1,3,25
1162,12,1.85,2,4,.09,12,12,0,2,4
1164,12,1.58,2,4,1.16,12,10,0,3,4
1165,12,2.71,6,4,.42,11,12,0,3,36
1168,14,2.63,6,4,.67,10,8,0,3,36
1169,12,2.27,4,4,.88,12,13,0,2,16
1171,15,2.45,4,4,1.09,15,14,0,3,16
1180,12,1.88,6,4,-.17,9,10,0,0,36
1181,11,1.47,3,4,.13,11,12,1,3,9
1182,12,2.08,6,4,-.58,12,12,0,3,36
1186,12,2.2,5,4,1.18,15,13,0,2,25
1191,12,1.76,4,4,-.58,12,12,0,6,16
1197,16,1.88,2,4,.84,12,12,0,1,4
1199,13,2.45,6,4,.5,18,12,0,2,36
1200,14,2.31,5,4,.83,10,12,1,3,25
1206,14,1.69,2,4,.69,12,16,0,2,4
1209,13,1.76,1,4,.46,13,12,0,2,1
1211,12,1.62,1,4,1.27,12,17,0,4,1
1213,11,1.9,3,4,.57,14,16,0,1,9
1215,14,1.93,1,4,1.51,12,16,0,4,1
1223,12,2.41,5,4,.45,13,20,0,4,25
1224,14,1.82,3,4,.89,12,12,0,1,9
1226,13,1.47,4,4,-1.15,16,16,0,2,16
1230,14,2.08,1,4,.62,12,10,0,2,1
1232,14,2.49,1,4,1.06,12,16,0,0,1
1233,12,2.61,5,4,-.07,14,14,0,2,25
1236,12,1.7,2,4,-.01,12,8,0,0,4
1237,12,2.86,7,4,-.45,12,10,0,4,49
1239,10,2.24,4,4,-.41,10,12,0,4,16
1240,12,2.67,7,4,.4,12,12,0,2,49
1241,11,2.11,5,4,-1.49,6,12,1,2,25
1243,11,1.98,7,4,-1.95,15,18,1,2,49
1244,12,1.58,2,4,-.62,16,16,0,1,4
1245,9,1.98,6,4,-.62,11,4,1,4,36
1246,12,1.76,4,4,.95,12,12,1,2,16
1251,9,2.25,9,4,-1.27,9,10,0,7,81
1256,13,1.69,1,4,1.08,14,16,1,2,1
1264,13,3.04,7,4,.48,15,14,0,1,49
1266,9,1.99,5,4,-1.55,12,12,0,2,25
1267,12,1.99,5,4,-.42,12,8,1,2,25
1268,12,1.98,3,4,.97,12,17,0,0,9
1269,11,1.78,6,4,-.04,10,8,0,5,36
1270,12,1.84,2,4,1.02,16,17,1,1,4
1272,12,1.62,2,4,.39,11,8,0,0,4
1273,9,1.65,12,4,-1.28,8,6,0,8,144
1274,16,2.67,4,4,1.35,12,16,1,1,16
1275,13,1.47,3,4,.94,12,12,1,3,9
1276,12,2.32,7,4,.02,12,16,0,3,49
1278,12,1.69,1,4,-1.88,6,6,0,4,1
1280,9,2.1,6,4,-.13,11,10,0,1,36
1281,10,1.84,5,4,.81,12,13,0,2,25
1285,12,2.7,5,4,-.62,14,14,0,1,25
1288,12,1.86,6,4,0,12,12,0,1,36
1295,10,2.16,9,4,-1,12,7,0,3,81
1297,12,2.12,6,4,-.43,12,12,0,3,36
1298,12,2.22,7,4,.5,14,12,0,3,49
1299,12,2.16,3,4,-.17,12,12,0,5,9
1302,13,2.55,3,4,.1,9,11,0,6,9
1303,13,2.18,3,4,.38,15,15,1,2,9
1304,13,2.67,5,4,.71,15,12,0,5,25
1305,13,1.98,7,4,.84,12,15,0,4,49
1306,10,1.67,8,4,-2.08,6,12,0,6,64
1307,11,2.24,7,4,-.55,6,7,0,3,49
1308,12,2.45,6,4,.44,12,12,1,6,36
1309,11,2.96,8,4,.85,11,10,1,4,64
1313,12,2.12,5,4,-.11,12,18,0,4,25
1314,13,1.88,2,4,1.18,12,12,1,5,4
1316,11,2.47,7,4,.08,8,12,0,1,49
1317,12,1.94,2,4,-.07,12,14,0,2,4
1318,14,2.01,2,4,1.23,12,16,0,1,4
1320,14,2.73,2,4,.92,12,12,0,4,4
1321,12,2.31,4,4,-.84,11,14,0,4,16
1323,10,2.94,9,4,.42,12,12,0,2,81
1324,12,2.32,4,4,-1.68,12,11,0,1,16
1327,11,1.88,4,4,-.17,12,10,1,6,16
1328,11,1.85,7,4,-.92,11,11,0,2,49
1331,11,1.76,5,4,.06,16,15,0,2,25
1332,12,1.96,3,4,.22,16,16,0,2,9
1333,11,2.06,7,4,-.06,10,10,0,1,49
1334,11,1.76,2,4,.55,13,12,1,1,4
1337,12,2.16,7,4,.61,17,12,0,1,49
1338,14,1.64,6,4,.9,12,12,0,3,36
1341,12,2.57,7,4,.48,6,7,1,7,49
1342,11,.78,7,4,-.22,6,6,0,7,49
1343,13,2.12,7,4,-.67,10,12,1,2,49
1344,12,2.4,5,4,1.1,8,7,1,3,25
1346,12,3.37,6,4,-1.37,12,15,0,4,36
1347,13,2.69,7,4,.6,12,20,1,9,49
1350,12,2.67,8,4,1.25,16,16,0,3,64
1351,12,2.56,4,4,.58,16,17,0,3,16
1353,11,3,9,4,-.64,12,12,0,6,81
1355,12,2.1,7,4,.64,12,16,0,2,49
1360,13,1.62,1,4,.82,12,14,1,2,1
1361,15,2.44,4,4,1.15,16,0,0,0,16
1363,13,1.82,1,4,1.23,9,16,1,3,1
1368,14,3.08,7,4,-1.59,12,16,0,4,49
1371,13,2.39,6,4,.57,12,16,0,2,36
1377,10,1.65,6,4,-2.22,12,16,0,4,36
1378,9,1.69,4,4,-1.83,12,12,1,1,16
1381,13,2.39,6,4,.84,15,16,0,0,36
1382,13,2.36,5,4,.62,12,12,0,5,25
1383,16,2.68,2,4,.82,12,16,0,3,4
1390,15,2.86,4,4,.5,9,12,0,4,16
1393,11,3.17,10,4,-.05,12,12,0,4,100
1394,12,1.94,5,4,-.31,12,12,0,5,25
1395,12,1.94,2,4,.97,12,8,0,2,4
1400,12,2.27,4,4,.17,10,12,0,0,16
1401,12,2.77,5,4,.69,12,11,1,10,25
1404,12,2.2,2,4,.3,9,11,0,1,4
1408,12,2.51,7,4,.14,16,16,0,6,49
1411,12,2.77,5,4,-.26,16,12,0,4,25
1417,15,3.33,5,4,.95,18,20,1,4,25
1419,11,1.83,2,4,-.69,12,10,0,1,4
1421,12,2.43,3,4,-.03,13,15,0,1,9
1422,12,2.1,6,4,-.26,12,12,0,3,36
1424,12,2.55,5,4,-.36,12,16,0,0,25
1425,10,2.16,4,4,-.56,12,12,0,3,16
1431,15,2.2,2,4,.35,12,12,0,2,4
1432,12,1.79,1,4,-.97,12,16,0,2,1
1434,12,2.08,4,4,1.38,12,12,0,2,16
1435,12,2.48,4,4,.12,7,10,0,6,16
1441,14,2.64,3,4,.63,13,14,0,3,9
1442,12,2.69,6,4,.58,12,16,0,2,36
1446,15,2.01,4,4,1.13,12,12,0,1,16
1447,12,2.04,6,4,-1.46,12,12,0,2,36
1448,12,3.22,6,4,-.38,12,11,1,3,36
1449,12,2.75,9,4,.11,12,9,0,5,81
1450,16,2.7,4,4,.99,10,10,0,3,16
1451,12,2.07,5,4,-.12,12,12,0,1,25
1453,11,2.08,7,4,-1.18,12,10,0,5,49
1456,12,2.51,8,4,.41,10,10,1,4,64
1458,12,1.69,4,4,-.91,8,8,0,5,16
1459,10,2.2,7,4,-1.16,10,10,0,2,49
1461,12,1.64,3,4,.16,12,12,0,3,9
1462,12,2.51,7,4,-.4,12,12,0,0,49
1464,11,2.26,6,4,-.26,12,12,0,3,36
1466,16,1.85,3,4,1.28,12,12,0,2,9
1472,12,2.2,6,4,-.49,12,12,0,4,36
1474,12,2.44,9,4,-.88,12,12,0,6,81
1477,12,2.28,4,4,.72,12,8,0,1,16
1478,12,2.52,6,4,.09,12,8,0,1,36
1484,12,1.98,6,4,.64,12,10,0,1,36
1485,12,2.54,4,4,.88,13,17,0,4,16
1490,10,1.67,10,4,-.79,12,12,0,8,100
1494,12,2.91,6,4,.85,12,12,0,1,36
1495,12,1.76,6,4,1.2,12,12,1,8,36
1496,12,1.86,2,4,-.73,12,12,1,3,4
1498,14,2.67,6,4,.49,12,13,1,4,36
1501,14,1.85,6,4,.97,12,14,0,3,36
1503,12,2.2,7,4,.83,12,11,1,3,49
1504,12,2.11,5,4,.46,13,13,0,5,25
1505,14,2.23,6,4,.5,12,16,0,1,36
1511,12,1.58,3,4,.47,12,13,0,5,9
1516,12,1.98,3,4,-1.27,10,9,0,6,9
1518,12,1.88,4,4,.7,10,12,0,2,16
1521,12,2.34,6,4,-1.25,10,12,1,2,36
1524,12,2.2,8,4,.35,12,12,0,4,64
1528,15,2.66,5,4,.39,14,14,0,5,25
1529,12,2.35,5,4,-.06,13,13,0,5,25
1530,10,2.45,10,4,-.77,12,9,1,1,100
1532,12,2.03,4,4,-1.76,8,11,0,2,16
1534,10,1.95,4,4,-1.35,12,11,0,2,16
1535,12,2.86,8,4,-1,12,9,0,1,64
1537,13,1.58,2,4,1.19,16,20,0,2,4
1541,12,2.9,7,4,-.58,12,12,0,5,49
1545,13,2.9,5,4,1.3,16,17,0,0,25
1546,15,2.71,4,4,1.16,14,16,0,1,16
1547,15,3.03,5,4,1.32,19,20,1,2,25
1550,12,2.52,8,4,-.15,18,14,1,4,64
1551,12,2.3,3,4,.3,13,12,0,2,9
1555,12,2.84,5,4,.92,12,12,0,1,25
1556,12,2.24,4,4,.83,12,12,0,1,16
1562,13,1.65,3,4,-.22,12,12,0,2,9
1563,13,1.58,1,4,.48,12,12,0,2,1
1565,12,1.69,4,4,.34,12,12,0,1,16
1568,12,2.51,3,4,.96,12,12,0,1,9
1575,11,2.67,7,4,.62,12,10,1,2,49
1576,12,2.94,7,4,-.42,14,6,0,3,49
1577,12,2.68,4,4,.87,12,12,0,1,16
1579,11,2.51,7,4,.23,12,12,0,5,49
1580,12,2.61,3,4,.38,12,16,1,2,9
1583,12,2.99,5,4,-.26,11,8,0,3,25
1584,13,1.74,3,4,1.09,13,12,0,2,9
1585,18,1.52,2,4,1.09,14,16,0,2,4
1587,13,1.68,3,4,.76,13,12,0,3,9
1589,10,2.57,7,4,-1.77,11,12,1,7,49
1591,12,2.17,1,4,1.29,12,12,1,1,1
1592,12,2.09,7,4,-.37,12,12,0,6,49
1593,11,2.2,6,4,.25,14,14,0,1,36
1595,12,2.08,1,4,.92,12,12,0,4,1
1599,12,2.32,5,4,-.21,12,12,1,0,25
1602,12,1.76,2,4,.27,12,13,0,2,4
1603,14,2.3,6,4,-1.5,11,3,0,5,36
1604,12,2.24,7,4,1.07,12,12,0,1,49
1605,15,2.53,4,4,.77,12,12,1,3,16
1606,12,2.39,9,4,-.28,12,12,0,6,81
1608,12,1.54,3,4,-.86,14,12,0,2,9
1614,12,1.94,3,4,.55,16,14,0,2,9
1616,12,1.76,5,4,-.32,18,20,0,3,25
1617,12,1.95,2,4,.42,12,16,1,4,4
1618,14,2.45,6,4,-.45,12,11,0,2,36
1620,12,2.4,6,4,-1.1,12,13,0,3,36
1621,10,2.06,5,4,-1.09,10,8,0,5,25
1628,12,1.76,4,4,.02,12,12,0,3,16
1630,12,2.54,6,4,-1.09,10,6,0,6,36
1632,12,1.63,1,4,.14,12,10,0,3,1
1634,13,2.16,2,4,1.12,12,12,1,4,4
1638,12,1.35,8,4,-.26,12,12,0,5,64
1640,12,2.06,4,4,-.56,12,12,0,4,16
1642,12,2.41,6,4,.53,12,12,0,3,36
1643,12,1.82,3,4,-.36,12,12,0,3,9
1646,16,.76,1,4,.62,13,16,0,1,1
1648,15,1.93,3,4,.87,12,15,0,3,9
1649,12,1.8,3,4,.79,12,16,0,3,9
1658,12,1.42,8,4,.42,12,12,0,3,64
1662,12,1.62,3,4,-.84,11,12,0,3,9
1665,12,1.36,6,4,-.13,12,12,0,3,36
1667,12,2.31,5,4,1.02,12,12,0,4,25
1668,12,1.29,5,4,-.44,12,8,0,3,25
1669,12,1.98,4,4,.49,9,9,0,3,16
1670,12,1.86,4,4,.23,8,12,0,8,16
1671,14,2.29,6,4,.61,12,8,0,8,36
1676,12,1.44,2,4,.9,8,8,0,3,4
1677,12,.42,3,4,.46,12,8,0,3,9
1678,10,1.98,10,4,-.37,12,16,0,2,100
1679,12,3.1,5,4,1.36,12,12,0,3,25
1681,12,1.9,4,4,.77,17,8,0,1,16
1682,9,1.88,5,4,-.67,12,10,0,1,25
1685,12,1.02,6,4,-.5,12,12,0,5,36
1686,15,.98,4,4,.12,12,12,0,5,16
1687,15,1.46,2,4,1.21,15,14,0,5,4
1688,12,2.12,4,4,1.05,15,14,0,5,16
1689,12,1.98,3,4,.85,15,14,0,5,9
1690,15,1.85,1,4,1.28,12,12,0,3,1
1693,12,.9,5,4,.91,8,8,0,3,25
1694,12,1.65,4,4,.29,12,12,0,2,16
1695,15,2.02,3,4,1.17,14,16,0,4,9
1697,12,.89,1,4,1.12,14,16,0,4,1
1699,12,1.51,4,4,-2.37,6,12,0,4,16
1701,12,2.08,3,4,-.34,7,7,0,3,9
1706,12,1.27,4,4,-.95,12,12,0,1,16
1708,12,1.69,6,4,.02,12,5,0,2,36
1709,12,1.73,3,4,.46,12,6,0,2,9
1713,13,2.1,1,4,1.09,12,10,0,2,1
1714,11,1.98,9,4,-1.08,11,11,0,4,81
1717,9,2.01,7,4,-1.26,8,8,0,4,49
1718,12,1.76,5,4,1.09,12,6,0,2,25
1719,9,1.8,9,4,-2.52,8,8,0,1,81
1720,10,2.24,7,4,-1.33,7,7,0,4,49
1721,12,2.24,8,4,.45,8,8,0,11,64
1724,12,1.45,9,4,-.72,12,6,0,2,81
1726,10,1.51,8,4,-.26,9,6,0,3,64
1730,12,2.15,8,4,-.11,11,8,0,5,64
1731,12,2.21,4,4,-.25,10,12,0,3,16
1733,12,1.69,2,4,-.44,12,6,0,0,4
1735,12,1.94,8,4,.75,12,12,0,3,64
1736,9,1.98,12,4,-1.74,12,12,0,4,144
1737,15,2.16,3,4,.85,12,16,0,1,9
1738,15,2.09,3,4,.57,12,18,0,2,9
1739,12,1.82,1,4,-.13,12,16,0,2,1
1740,15,2.37,4,4,.25,14,14,0,1,16
1741,9,1.21,8,4,-1.1,8,5,0,2,64
1742,9,1.07,7,4,-1.48,7,6,0,2,49
1749,10,2.2,6,4,.05,12,18,0,2,36
1753,12,2.67,6,4,.73,12,12,0,2,36
1754,15,2.2,6,4,.25,12,12,0,2,36
1755,15,2.35,4,4,.47,12,14,0,2,16
1757,12,3.56,8,4,.41,15,18,0,1,64
1759,12,2.23,4,4,.32,12,12,0,3,16
1761,13,2.45,7,4,.4,14,16,0,1,49
1765,9,1.87,6,4,1.24,12,14,1,3,36
1766,12,2.13,8,4,-.11,10,8,0,6,64
1769,12,2.62,6,4,.46,12,10,0,4,36
1770,11,2.47,6,4,.48,12,10,0,4,36
1771,11,1.88,3,4,.4,12,12,1,3,9
1772,12,2.51,5,4,-.37,12,12,0,2,25
1776,11,2.02,6,4,-2.02,3,4,0,5,36
1780,11,2.61,8,4,-2.06,5,0,0,1,64
1781,12,2.5,9,4,-1.12,4,0,0,4,81
1782,12,1.97,5,4,-1.11,4,0,0,4,25
1785,10,2.39,5,4,-.7,12,8,0,6,25
1786,9,2.34,8,4,-1.76,6,6,0,4,64
1789,9,1.51,5,4,-1.49,6,12,0,2,25
1790,15,2.98,5,4,.9,15,4,0,2,25
1791,13,2.06,1,4,.51,3,12,0,2,1
1793,12,1.98,7,4,-1.4,6,0,0,7,49
1794,12,2.45,8,4,-.66,0,12,0,3,64
1796,14,1.62,5,4,-.28,2,1,0,3,25
1797,12,2.08,5,4,-1.82,6,6,0,3,25
1798,12,1.83,4,4,-.9,12,10,0,3,16
1803,15,1.81,3,4,.53,12,12,0,3,9
1804,9,1.58,9,4,-2.49,6,3,0,8,81
1805,12,2.47,6,4,.48,12,12,0,2,36
1808,12,1.82,3,4,-.53,8,8,0,5,9
1812,12,1.98,5,4,-1.24,0,4,0,9,25
1813,12,1.98,7,4,-.02,12,12,0,4,49
1814,12,2.61,5,4,.25,12,12,1,1,25
1815,12,2.2,8,4,-.15,12,12,0,2,64
1817,14,2.62,6,4,.15,9,10,0,4,36
1821,10,1.76,6,4,-1.23,1,9,1,7,36
1824,10,1.98,7,4,-2.48,8,8,0,3,49
1825,12,2.08,4,4,.3,16,8,1,2,16
1834,12,2.26,7,4,-.88,6,10,0,2,49
1838,12,2.47,4,4,-.37,10,10,0,6,16
1839,13,2.6,6,4,.29,12,12,0,1,36
1844,9,1.94,9,4,-1.93,11,10,1,10,81
1846,15,.66,4,4,1.07,12,16,0,2,16
1847,14,2.83,2,4,1.05,12,15,0,3,4
1848,15,2.09,2,4,1.35,12,14,0,2,4
1850,12,1.58,2,4,-.61,14,9,0,2,4
1851,12,1.98,5,4,.51,6,12,0,0,25
1854,12,1.96,6,4,.05,12,8,0,1,36
1856,12,1.88,6,4,.21,7,7,0,2,36
1857,10,2.16,6,4,-1.03,7,7,0,2,36
1861,12,2.16,1,4,.48,9,9,0,1,1
1862,10,1.84,6,4,.11,14,10,1,3,36
1863,12,1.93,2,4,.41,14,11,1,3,4
1864,12,1.62,3,4,-1.29,16,16,1,2,9
1865,16,2.35,3,4,1.15,12,16,0,4,9
1866,13,2.26,5,4,.7,14,17,0,12,25
1867,12,1.76,5,4,-.5,14,16,0,12,25
1869,12,2.17,4,4,.06,11,12,0,1,16
1870,12,1.76,3,4,-1.64,6,9,0,2,9
1871,12,2.32,6,4,-.79,0,0,0,9,36
1872,12,2.17,5,4,.7,11,11,0,2,25
1873,9,1.72,5,4,-1.96,8,5,0,0,25
1874,10,2.35,10,4,-1.56,8,9,0,7,100
1875,10,1.62,7,4,-1.37,8,9,0,7,49
1878,15,1.62,4,4,.27,13,12,0,8,16
1880,12,2.58,9,4,-1.48,0,0,0,4,81
1881,12,1.98,5,4,.45,3,3,0,8,25
1885,11,2.41,6,4,-.55,6,4,0,8,36
1886,9,1.57,5,4,-1.2,4,2,0,7,25
1888,10,1.98,6,4,-1.13,12,12,1,4,36
1889,12,2.05,3,4,1.36,13,14,1,3,9
1890,10,1.9,9,4,-2.32,9,3,1,4,81
1891,12,1.29,4,4,-1.17,10,12,1,6,16
1893,12,2.53,3,4,-.1,12,15,0,3,9
1895,14,3.51,6,4,.74,16,16,0,1,36
1900,12,1.84,7,4,.89,14,20,0,2,49
1901,13,1.81,1,4,-1.1,8,12,0,0,1
1907,12,1.57,7,4,-1.22,11,11,0,6,49
1908,12,3.09,6,4,-.39,10,10,0,3,36
1910,10,2.03,3,4,.17,9,3,0,5,9
1914,10,2.67,7,4,-2.05,4,4,0,5,49
1916,12,2.54,2,4,1,14,12,0,3,4
1920,11,2.28,8,4,-.22,10,9,0,4,64
1921,14,2.12,5,4,-1.12,8,9,0,8,25
1923,12,2.04,3,4,-1.05,6,6,0,2,9
1924,13,1.83,3,4,.29,0,3,0,10,9
1928,12,2.1,4,4,.15,12,2,0,2,16
1929,12,2.32,8,4,-2.53,3,8,0,2,64
1931,9,1.47,5,4,-1.9,4,5,0,7,25
1935,12,1.89,4,4,.17,14,18,0,1,16
1938,13,1.84,2,4,-.8,3,1,0,5,4
1939,14,1.25,3,4,.67,4,4,0,7,9
1941,12,1.67,4,4,-.7,1,0,0,7,16
1944,10,2.36,10,4,-.6,0,0,0,1,100
1945,12,1.61,5,4,-.74,12,12,0,6,25
1947,10,1.82,9,4,-2.38,9,6,0,6,81
1949,12,1.76,4,4,-1.51,11,8,0,6,16
1953,9,2.08,11,4,-1.17,12,7,0,4,121
1954,12,2.39,6,4,-2.55,4,4,0,8,36
1955,12,1.86,6,4,-.36,9,6,0,5,36
1956,11,1.68,3,4,-.98,3,5,1,5,9
1957,13,1.64,7,4,-1.36,12,12,0,2,49
1958,13,1.98,4,4,.18,13,12,1,2,16
1960,12,1.58,2,4,-.7,10,12,0,4,4
1961,13,2.97,6,4,-.1,12,12,0,3,36
1962,12,2.3,7,4,-1.53,12,6,0,6,49
1965,12,1.81,5,4,-.15,6,13,0,2,25
1966,12,1.97,6,4,-1.08,9,12,1,8,36
1967,12,1.81,7,4,-1.03,6,14,0,4,49
1969,11,2.5,7,4,-.54,12,9,0,3,49
1973,12,1.62,3,4,.53,8,5,0,3,9
1976,11,1.98,2,4,-1.68,10,0,1,7,4
1979,10,1.93,8,4,-1.63,9,12,1,4,64
1980,10,2.61,10,4,-1.02,14,12,1,2,100
1982,11,2.74,6,4,-1.89,3,8,0,3,36
1987,12,.78,3,4,-1.24,5,3,1,3,9
1989,17,3.03,4,4,.85,16,17,0,2,16
1990,15,2.4,3,4,.77,16,17,0,2,9
1993,10,1.62,4,4,-1.24,5,0,1,7,16
1994,11,2.06,7,4,-.81,8,8,0,2,49
1996,12,1.98,8,4,.71,12,12,0,1,64
2002,12,2.21,3,4,-.14,12,9,0,2,9
2003,12,2.1,3,4,.28,12,7,0,0,9
2004,16,2.82,1,4,1.45,17,20,0,2,1
2005,12,1.65,1,4,.44,12,12,0,1,1
2006,14,2.67,6,4,.78,11,6,0,2,36
2008,12,2.39,3,4,-.5,8,7,0,5,9
2009,11,2.9,7,4,-1.52,9,9,0,6,49
2011,10,2.3,6,4,-1.13,6,9,0,4,36
2013,12,2.14,3,4,1.19,9,12,0,3,9
2014,12,1.58,2,4,1.07,12,16,0,2,4
2015,12,.87,5,4,-1.06,12,8,0,4,25
2017,9,1.62,6,4,-2.21,6,2,0,7,36
2018,12,1.98,5,4,.51,3,0,1,3,25
2019,12,2.67,6,4,-.25,2,7,1,5,36
2021,12,1.59,1,4,-.23,13,14,0,2,1
2023,12,2.98,7,4,.31,6,12,0,5,49
2024,12,2.22,7,4,-1.03,0,3,0,4,49
2025,12,2.14,5,4,-.52,0,0,0,4,25
2026,10,2.12,5,4,-1.91,7,11,0,2,25
2027,12,2.41,4,4,-.02,11,12,0,6,16
2028,12,2.16,6,4,-.66,12,12,0,6,36
2029,10,1.98,3,4,-1.18,12,12,0,6,9
2030,12,2.8,7,4,-.44,12,12,0,3,49
2031,14,2.27,5,4,-.38,12,12,0,5,25
2038,10,2.86,9,4,-1.51,7,7,0,7,81
2039,12,.88,6,4,-2.58,4,3,0,1,36
2040,9,2.08,10,4,-3.14,6,0,0,7,100
2041,9,2.08,8,4,-2.03,0,4,0,13,64
2042,10,3.59,6,4,.33,2,2,1,4,36
2044,10,1.77,3,4,-.4,12,11,0,3,9
2048,9,1.58,5,4,-1.82,3,6,1,4,25
2054,12,2.39,5,4,.28,6,0,0,6,25
2055,12,2.22,3,4,.3,4,0,0,7,9
2058,14,1.58,1,4,1.61,13,17,0,3,1
2059,11,1.62,2,4,-.5,6,4,1,1,4
2060,12,2.4,4,4,-1.13,12,16,0,1,16
2067,12,1.88,7,4,-2.59,4,4,0,5,49
2068,10,1.77,6,4,.04,8,8,1,4,36
2069,10,1.83,6,4,-1.13,6,12,1,1,36
2072,10,2.39,6,4,-.06,12,12,0,3,36
2074,12,2.71,8,4,-2.33,0,0,0,2,64
2078,12,2.1,4,4,-1.18,16,16,0,1,16
2079,10,1.65,10,4,-.55,10,8,0,2,100
2081,10,2.03,6,4,-.22,10,10,0,1,36
2082,12,1.8,3,4,-.51,12,8,0,2,9
2086,13,1.69,1,4,.58,12,12,0,1,1
2087,14,1.58,2,4,-.06,14,18,0,3,4
2088,15,2.64,6,4,1.03,13,18,0,3,36
2090,12,1.29,5,4,-1.59,8,12,0,7,25
2092,12,2.97,7,4,.43,17,18,0,3,49
2096,12,1.58,2,4,.8,12,12,0,2,4
2099,12,1.93,4,4,-.31,14,14,0,2,16
2100,12,1.58,1,4,.22,15,14,0,2,1
2101,10,1.76,5,4,1.59,10,14,1,2,25
2103,12,2.78,7,4,.67,12,13,0,3,49
2104,13,1.83,1,4,1.07,14,14,0,0,1
2105,16,1.9,3,4,1.12,16,14,0,1,9
2106,12,2.53,6,4,1.23,12,12,0,6,36
2110,12,2.05,3,4,-.22,8,10,1,1,9
2112,12,1.59,2,4,.06,8,6,0,5,4
2115,12,1.93,3,4,.36,16,17,0,3,9
2116,13,2.12,7,4,-.73,12,12,0,2,49
2118,14,3.04,4,4,-1.07,12,15,0,2,16
2119,12,2.48,8,4,.06,12,11,0,1,64
2120,9,1.69,5,4,-1.66,5,14,1,6,25
2122,17,3.17,3,4,.67,16,18,0,2,9
2124,13,1.76,2,4,1.57,12,13,0,5,4
2127,10,1.58,5,4,-.07,14,12,0,1,25
2130,14,2.29,3,4,1.04,12,14,0,0,9
2133,16,2.58,4,4,.28,12,12,1,1,16
2134,12,2.24,3,4,.71,12,14,0,2,9
2135,12,2.4,5,4,-.37,12,12,1,0,25
2136,12,2.18,5,4,.73,9,8,0,1,25
2140,19,1.98,2,4,.97,16,18,0,1,4
2141,12,2.31,7,4,.22,12,9,0,0,49
2147,12,1.58,1,4,.64,20,20,1,2,1
2148,12,2.32,9,4,.95,12,16,0,2,81
2151,13,1.94,6,4,.64,16,16,0,2,36
2154,12,2.12,8,4,.15,12,8,0,5,64
2155,15,1.42,2,4,.88,13,14,0,3,4
2158,12,1.6,2,4,.58,12,12,0,2,4
2159,13,2.3,4,4,1.03,12,13,0,1,16
2160,11,1.85,5,4,.1,8,16,1,3,25
2165,10,1.58,6,4,-.89,12,12,0,2,36
2166,12,2.24,4,4,.04,12,12,0,4,16
2170,11,2.39,3,4,-.07,8,9,0,5,9
2171,9,1.89,5,4,-1.53,14,9,1,3,25
2174,14,2.39,4,4,.46,6,8,0,13,16
2175,14,2.51,2,4,1.08,16,14,0,2,4
2176,12,1.76,3,4,-1.79,4,6,0,6,9
2177,9,2.32,7,4,.44,8,6,0,4,49
